Title,Url,Date,Author,Category,Text
‘Technology has helped farming’,https://newstodaynet.com/2020/07/31/technology-has-helped-farming/,"July 31, 2020",NT Bureau,Technology,"Chennai: Adoption of science and technology in all aspects of life has been the hallmark of modern civilisation. We expect technology to address challenges and make our lives easier, the same holds true for technological intervention in farming.
The farmers use technology to smoothen the process of field preparation by mechanisation and improve efficiency of farm inputs, be it pesticide or bio stimulant coated seeds, controlled irrigation and nutrient inputs or fertigation.
Field monitoring and data analysis, done onsite or remotely, can also help in managing a healthy crop using appropriate nutrient supplements and pest control methods as and when required.
Mechanisation is also extensively used for harvesting and processing the produce for the market. Market access can also be accessed remotely using digital platforms like e-nam, m-Kisan, Kisan Suvidha and Pusa Krishi for weather forecasts, all possible pre- and post-harvest needs, transactions and financial needs.
Dr Shivendra Bajaj, executive director, Federation of Seed Industry of India, said, technology has also positively impacted crop related research and plant breeding with extensive sequencing and phenotyping of plants.
Our knowledge of geneticsand gene function has increased the efficiency of breeding and selection of desired traits. Agronomic data has been collected by farmers and plant breeders for decades for various crops and recent advances have allowed breeders access to genetic information, he said.
 "
Research declares Oppo as best in battery charging technology,https://newstodaynet.com/2020/07/15/research-declares-oppo-as-best-in-battery-charging-technology/,"July 15, 2020",NT Bureau,Technology,"Chennai: As per a recent survey done by CyberMedia Research (CMR), Oppo stands at the top position when it comes to battery charging technology.
According to a press release, Oppo scored the highest amongst all brands in charging time satisfaction (94 per cent) as well as battery back- up (95 per cent).
As the world adjusts to the new normal, dependency on smartphones for personal consumption and work is at an all-time high, touching 4+ hours every day as endorsed by several industry reports.
According to the report by Cybermedia Research, battery life is the second most (61 per cent) important factor after camera (65 per cent) for consumers while buying a smartphone.
“A quantitative module was adopted for this research using a structured questionnaire. The survey was run online and saw the participation of 2000 respondents across the top 6 cities of India such as Delhi, Mumbai, Kolkata, Chennai, Bangalore and Hyderabad between the age group of 18-30 years,” it added.
 "
Technology can’t replace teachers: UGC VC,https://newstodaynet.com/2020/06/23/technology-cant-replace-teachers-ugc-vc/,"June 23, 2020",NT Bureau,Technology,"Bhushan Patwardhan, Vice-Chairman, UGC
Chennai: Future education will be a blended education where institutes will be focused on delivering content with quality. Along with this, higher education system in India should also focus on achieving sustainable goals which is important for our existence said Dr Bhushan Patwardhan, Vice-Chairman, UGC.
He was expressing his view during the webinar organised by IIHMR University, Jaipur on “Heartful Leadership: Transforming Education and Supporting Sustainability”.
The webinar organised in association with Heartfulness Institute, India (HFI) and UN Global Compact Network India (UNGCN) was addressed by veteran Indian and International thought leaders, academicians, scholars, and media professionals. It was attended by 1000 plus participants.
Patwardhan expressed his views on transforming education and supporting sustainability. He referred the ancient system of education and said that the visionaries had identified the ways of transforming education way back.
“Due to Covid-19, people are in adaptive mode of change. The education system in India has adopted and accepted the webinars so fast, which is remarkable but we should not make our education system automatic as technology cannot replace teachers,” he said.
 "
TCL bets big on technology,https://newstodaynet.com/2020/06/22/tcl-bets-big-on-technology/,"June 22, 2020",NT Bureau,Technology,"Chennai: TCL Electronics has launched its 8K QLEDTV and 4K QLED TV with hands-free voice control.
This year, following safe distancing measures, the brand hosted a live streaming of its launch via its social media handles on Facebook, YouTube, and Twitter.
As part of the latest additions, the company has introduced 75 inch X915 8K QLED Android TV with IMAX Enhanced and Pop-up camera, and with Dolby Vision ultra-vivid imaging and Dolby Atmos immersive audio, the first 8K QLED of its kind in India, according to a press release.
Mike Chen, general manager, TCL India said, “It gives me immense pleasure to launch this year’s TV lineup which includes the highly anticipated X915, C715, and C815. At TCL, we strive to redefine the TV viewing experience via pioneering technologies.”
 "
"Speaking at UN, India lauds role of technology in handling Covid-19",https://newstodaynet.com/2020/06/16/speaking-at-un-india-lauds-role-of-technology-in-handling-covid-19/,"June 16, 2020",NT Bureau,Technology,"Nagaraj Naidu
Chennai: India has heaped praises on the role of technology in helping the country handle the coronavirus pandemic, and said the expedited development of a contact tracing mobile application and artificial intelligence-based testing kits enabled the country’s efforts.
Speaking at a virtual high-level debate on the Impact of Rapid Technological Change on the Sustainable Development Goals and Targets, India’s Deputy Permanent Representative to the UN, Ambassador Nagaraj Naidu, said new technologies like drones and tracing apps became more acceptable during the COVID-19 pandemic than they were before.
He spoke about the Aarogya Setu mobile app, launched by the Indian government on 2 April to help people assess their risk of getting infected with coronavirus and alert authorities if they have come in close contact with an infected person.
“New technologies offer incredible promise: from increasing the productivity of systems while lowering emissions and waste; to enhancing food security and efficiency of global supply chains, or breakthrough discoveries in areas like new medicines, or new materials,’ he said and added: ‘We have to remember that once a new technology rolls over you, if you’re not part of the steamroller, you are part of the flattened road.”
Speaking on the occasion, UN Secretary-General Antonio Guterres warned against the ungoverned use of digital technology. “Digital technology is central to almost every aspect of the response to the Covid-19 pandemic, from vaccine research to online learning models, e-commerce and tools that are enabling hundreds of millions of people to work and study from home.”
At the same time, he said, Covid-19 has provided dramatic evidence of the threats posed by the ungoverned use of digital technology, from exclusion and inequality, to surveillance, human rights abuses and cybercrime.
“The pandemic has ushered in some of the most intrusive surveillance technologies we have ever seen, together with a significant increase in cynical ransomware attacks on hospitals and healthcare facilities. Meanwhile, the danger of digital fragmentation is increasing, exacerbated by geopolitical divides, technological competition and polarisation,” he said.
 "
"Apple, Google release smartphone technology for apps",https://newstodaynet.com/2020/05/22/apple-google-release-smartphone-technology-for-apps/,"May 22, 2020",Agency,Technology,"Washington: Apple and Google have released long-awaited smartphone technology to automatically notify people if they might have been exposed to the coronavirus.
The companies said 22 countries and several US States are already planning to build voluntary phone apps using their software. It relies on Bluetooth wireless technology to detect when someone who downloaded the app has spent time near another app user who later tests positive for the virus.
Many governments have already tried, mostly unsuccessfully, to roll out their own phone apps to fight the spread of the Covid-19 pandemic. Many of those apps have encountered technical problems on Apple and Android phones and haven’t been widely adopted. They often use GPS to track people’s location, which Apple and Google are banning from their new tool because of privacy and accuracy concerns.
Public health agencies from Germany to the states of Alabama and South Carolina have been waiting to use the Apple-Google model, while other governments have said the tech giants’ privacy restrictions will be a hindrance because public health workers will have no access to the data.
The companies said they’re not trying to replace contact tracing, a pillar of infection control that involves trained public health workers reaching out to people who may have been exposed to an infected person. But they said their automatic exposure notification system can augment that process and slow the spread of Covid-19 by virus carriers who are interacting with strangers and aren’t yet showing symptoms.
The identity of app users will be protected by encryption and anonymous identifier beacons that change frequently.
User adoption is key to success and we believe that these strong privacy protections are also the best way to encourage use of these apps, the companies said in a joint statement Wednesday.
The statement Wednesday also included remarks from state officials in North Dakota, Alabama and South Carolina signaling that they plan to use it.
“We invite other States to join us in leveraging smartphone technologies to strengthen existing contact tracing efforts, which are critical to getting communities and economies back up and running”, said North Dakota Gov. Doug Burgum, a Republican.
North Dakota had already launched a location-tracking app that about four per cent of state residents are using, higher than other U.S. states with similar apps but falling far short of the participation rate that experts say is needed to make such technology useful.
Tim Brookins, the CEO of ProudCrowd, a startup that developed North Dakota’s app, said Wednesday that North Dakotans will now be asked to download two complementary apps his model, to help public health workers track where Covid-19 patients have been, and the Apple-Google model, to privately notify people who might have been exposed to the virus.
 "
Blending education with technology,https://newstodaynet.com/2020/04/10/blending-education-with-technology/,"April 10, 2020",NT Bureau,Technology,"Chennai: EduTok creators and ed-tech partners, as a part of ‘GharBaithoIndia’, are going live on TikTok to cure the stay at home blues and spread the message of #LearnFromHome.
According to a press note, EduTok’s most popular creators Himesh Madaan and Official Dear Sir went live to share entrepreneurial tips and English lessons. ‘Later in the week, we have the leading ed-tech platform Vedantu and Toppr , popular creators Mahendra Dogney, Vidya Guru Vocab Tricks and more going live to share tips on motivation, preparation for life and exams, vocabulary tricks and more.
Over the last few weeks, many EduTok creators including Gunjan Taneja, Shobhit Jadaun , Mundada, Faizan Shaikh, NV Sir official have already gone live to share fitness tips, facts, digital marketing tips, self-defence tips, tips on how to prepare for exams among others with their fans.
 "
Virtusa Corp releases report on emerging technology investments in 2020,https://newstodaynet.com/2020/01/30/virtusa-corp-releases-report-on-emerging-technology-investments-in-2020/,"January 30, 2020",NT Bureau,Technology,"Chennai: Virtusa Corporation, a global provider of digital strategy, digital engineering, and IT services and solutions that help clients change and disrupt markets through innovation engineering, announced the findings of their research that identifies trends that will drive emerging technology investments in 2020.
According to a press release, the third annual Virtusa xLabs’ Trend Almanac details the top ten technology trends that will strategically align with business and technology investments.
The major trends, which Virtusa identified in collaboration with technology and business leaders, focus on the financial services, insurance and life sciences industries. Aligning investments to the most influential technology trends will help businesses to stay competitive and drive growth in 2020 and throughout the new decade, the release noted."
Flipkart co-founder buys technology firm,https://newstodaynet.com/2019/12/27/flipkart-co-founder-buys-technology-firm/,"December 27, 2019",PTI,Technology,"New Delhi: Navi, which has been co-founded by Flipkart co-founder Sachin Bansal, said it has acquired Bengaluru-based Mavenhive. MavenHive, a technology consulting firm, will help Navi leapfrog their product development initiatives, a statement said.
The Mavenhive team along with its founders have joined Navi, it added. No financial details were disclosed. Founded by Bhavin Javia and Anandha Krishnan, MavenHive has helped tech companies like Flipkart, Gojek, Grasshopper, Scripbox and others in their product journeys, the statement said.
“We are very excited about this acquisition which will add great capability to our ambitions to build cutting edge technology platforms that can take applications to scale. This acquisition will add to Navi’s technology capabilities,” Navi CEO Sachin Bansal said.
Javia said the company is eager to start working with Bansal and Navi. Navi has been co-founded by Sachin Bansal and Ankit Agarwal with the aim of making financial services simple, affordable and accessible."
Cummins flags off BS-VI technology training van,https://newstodaynet.com/2019/11/20/cummins-flags-off-bs-vi-technology-training-van/,"November 20, 2019",NT Bureau,Technology,"(L to R) Ashwath Ram MD Cummins, Anjali Pandey VP Engine & Componets with Ghanendra Sharma, Sachin Kondejkar and Mohan Ramachandran
Pune: Cummins India flags off India’s first mobile training fleet on BS-VI technology. It launched the first fleet of eight BS-VI mobile training vans in India with the objective is to educate and offer training on the BS-VI technology engines. The campaign was flagged off at Cummins India Office Campus in Pune and the vans will be travelling to multi-cities across country.
According to a press release, Cummins training vans will be travelling to OEM Dealership and authorized workshops for technicians, bodybuilders, drivers and customers to conduct BS-VI awareness training. This campaign will provide an opportunity for participants to have hands-on training experience without having to travel to centralized training centers.
Managing director, Cummins India Ashwath Ram said, “At Cummins, it is our constant endeavor to power our customers through innovation and dependability along with a suitable strategy that addresses market requirements. Cummins is the pioneer and technology leader in cleaner air and emission technologies across the world, and in India following the success of BS-IV SCR (Selective Catalytic Reduction) technology, it’s a natural and easy for us to be the enabler of the technological upgrade from BS-IV to BS-VI.”"
Visa to partner with BillDesk for secure payment technology,https://newstodaynet.com/2019/09/18/visa-to-partner-with-billdesk-for-secure-payment-technology/,"September 18, 2019",NT Bureau,Technology,"Chennai: Visa, the global leader in payments technology and BillDesk, leader in Indian payments business announced the rollout of SI-Hub, a secure way to make recurring payments using cards with a one-time enrollment.
A press release said, banks and merchants will be able to offer recurring payments/standing instructions (SI) services (powered by BillDesk’s SI-Hub and Visa’s global recurring transaction framework for merchant-initiated transactions) to their cardholders to help manage payment use cases across utilities, subscription services and mutual fund SIPs among others.
Group country manager, Visa India and South Asia, TR Ramachandran said, “Visa is glad to partner with BillDesk to offer SI-Hub to its clients and enable cardholders to decide when, how much and the duration of their recurring payments through a simple dashboard interface.”"
Haier introduces washing machines with inverter technology,https://newstodaynet.com/2019/08/31/haier-introduces-washing-machines-with-inverter-technology/,"August 31, 2019",NT Bureau,Technology,"Chennai: Leading home appliances and consumer electronics company, Haier recently augmented its washing machine line-up by introducing a new series of front-load fully automatic washing machine – HW80-IM12826TNZP and HW70-IM12826TNZP models with eight kg and seven capacity, respectively.
Commenting on the launch, president, Haier India Eric Braganza said, “With the new technologies permeating deeper into the urban cities, the consumers want washing machines that are quick and capable of reducing stress in their fast-paced lives. The new range of washers address the changing demands of our customers while complementing their luxurious lifestyles.”
A press release said, it comes equipped with technologies that ensure efficient laundry cleaning. The two new variants come packed with Haier’s anti-bacterial technology, which kills up to 99.8 per cent germs thereby providing a clean and hygienic wash. They come with inverter motor that ensures higher performance along with less abrasion and more reliability in comparison to any conventional motor, the release added."
"Emirates VP speaks on airlines’ new plans, market trends and technology",https://newstodaynet.com/2019/08/20/emirates-vp-speaks-on-airlines-new-plans-market-trends-and-technology/,"August 20, 2019",Praveen Kumar S,Technology,"Chennai, Aug 20: The airline industry in India for a long time has been floating on murky waters. However, Emirates continues to fly high. In February, the Dubai-based airways announced a commitment for 40 A330-900s and 30 A350-900s worth $21.4 billion at list prices in an agreement signed with Airbus, to be delivered from 2021 and 2024.
The airline will also receive 14 more A380 deliveries from 2019 until the end of 2021. In an exclusive interview to News Today, vice-president of Emirates (India & Nepal) Essa Sulaiman Ahmad speaks on the airlines’ new plans, market trends and technology.
Excerpts from the interview
Q: Can you explain why the new Skywards Gold offer was given to Silver and Blue members?
A: People spending on air travel has grown at a compounded rate of 24 per cent over the past three years. More than half of the $ 36 billion spent by Indians on transport in 2018 was on airfare. At Emirates, our aim is to always keep innovating and enhancing the flying experience. The Emirates Skywards Gold membership has amazing benefits from complimentary business class lounge access for member and one guest, priority baggage, unlimited Wi-Fi, complimentary seat selection and more.
Q: How has India as a market been for Emirates this past and current year?
A: Emirates has progressively grown its Indian network to over 170 weekly flights across nine destinations. As a long-term strategic partner for India, Emirates is committed to future investment and expansion in the market in support of India’s 2020 growth target of 85 million international passengers a year, and to assist India in its goal to be the world’s third largest aviation market by 2020.
Q: How does the management look at the current scenario in Indian airline space?
A: India has been an integral part of Emirates’ route network since the airline was first launched in 1985. With robust competitive dynamics at play, and with demand outstripping supply in many Indian cities, the market would benefit from easing of the bilateral capacity restrictions between India and Dubai. Renewed arrangements would help bolster significant bilateral trade relationship between India and Dubai.
Q: What is the next best innovation that you predict will revolutionise the segment?
A: Emirates has been at the forefront of innovation in the industry. We were the first to instal TV screens in every seat on every aircraft in its fleet; the first airline to allow mobile telephony in-flight; the first airline to introduce web virtual reality tech on its digital platform. Today, the airline provides one of the most comprehensive and state-of-the-art entertainment and connectivity services in the skies.
Q: With uncertainties in fossil fuel industry and onslaught of new propulsion systems, how do you think the airline industry will shape up in the near future?
A: We are committed to minimising the environmental impact of our operations across all our businesses and activities. We minimise impact by investing in a multi-billion-dollar fleet – one of the youngest in the skies and hosts state-of-the-art technology, reducing fuel use, noise and emissions. Last year, we created a permanent Operations Efficiency Steering Group that set stakeholder targets and implemented several initiatives, including the monitoring, reporting and verification of fuel-saving initiatives. We leveraged data and analytics to optimise fuel quantities on every flight.
Q: Could you tell us your revenue, growth rate for the past year and expectations for the current year?
A: Emirates reported a profit of $ 237 million, for the financial year ended 31 March 2019, 69 per cent down from the previous year, and the group posted a profit of $ 631 million for the financial year ended 31 March 2019, down 44 per cent from last year. Its revenue increased by 6 per cent to $ 26.7 billion, supported by steady passenger and cargo performance. In 2018-19, the group collectively invested $ 3.9 billion in new aircraft and equipment, acquisition of companies, modern facilities, latest technologies, and staff initiatives, a significant increase over last year’s investment spend of $ 2.5 billion. It’s hard to predict the year ahead, but Emirates is well-positioned to navigate speed bumps, as well as to compete and succeed in the global marketplace."
Eaton launches mobile technology day in TN,https://newstodaynet.com/2019/08/04/eaton-launches-mobile-technology-day-in-tn/,"August 4, 2019",NT Bureau,Technology,"Chennai: Power management company Eaton has announced the launch of an exclusive series of mobile technology days to showcase its electrical, vehicle and hydraulics technologies for customers and end-users across key industrial and commercial centers of Tamilnadu.
The 45 feet long state-of-the-art trailer will reach out to key channel partners, public sector organisations and service teams of automobile, manufacturing, cement, infrastructure, construction and IT industries located in the cities of the State, according to a release.
MD, Vehicle and Hydraulics – India, Eaton, Shandar Alam, said, “Eaton’s mobile technology days are a part of a global initiative to reach out to our customers and end-users, thus enabling effective market interactions across major regions and key industry segments in the country.”
He added, “Tamilnadu being one of the leading growth drivers in the country is a home to several prominent industries – including automobiles, auto components, manufacturing, cement, engineering, construction and Infrastructure. The presence and emergence of multiple dominant players in this region makes the state as one of the most exciting market for Eaton. We as the global technology leader provide energy-efficient products and services that help our customers effectively manage power more reliably, efficiently, safely and sustainably.”
The mobile technology day showcases Eaton’s breadth of offerings for several IT, manufacturing, infrastructure, construction and automobile industries, said the firm in its release."
Microchip Technology sets up new R&D centre in Chennai,https://newstodaynet.com/2019/07/03/microchip-technology-sets-up-new-rd-centre-in-chennai/,"July 3, 2019",NT Bureau,Technology,"Chennai: Microchip Technology Inc has announced that it has set up a new research and development (R&D) centre in Chennai.
Spread over approximately 1 lakh square feet, the new centre is poised for further expansion and headcount growth, accommodating up to 1,200 employees, stated a release.
The new centre will focus on IC design, physical design, computer-aided design (CAD), application and software development. It will also catalyse the development of the local ecosystem for integrated circuit design and specialised embedded systems development, said the firm.
President and chief operating officer of Microchip Technology Inc, Ganesh Moorthy, said, “The new Chennai development centre underscores Microchip’s commitment to designing and developing differentiated embedded control solutions for our customers. Microchip’s continued investment in India provides opportunities for the country’s workforce of highly-qualified engineers while allowing us to better serve our growing customer base in the region.”"
A look at technology that helps face water crisis,https://newstodaynet.com/2019/06/19/a-look-at-technology-that-helps-face-water-crisis/,"June 19, 2019",NT Bureau,Technology,"Chennai: With severe water crisis plaguing the city for the past several weeks, residents are left facing dire situations. Some are forced to chase Metrowater tankers for their daily needs. Solutions are being sort after to over come this major issue.
In this article, News Today complies a list of prominent solutions that have always favoured citizens.
Rooftop solution
The rainwater harvesting method has provided a solution that can be practiced easily in every household.
It is a simple model where the roof acting as a catchment for rainfall, which after flowing through a series of filters and pipes is stored in ground-level containers for direct use or recharged into ground water.
Cementing hope
Ferro-cement Tanks is a low cost alternative for expensive water harvesting containers made of masonry, plastic and RCC. It has proved highly effective in high rainfall regions where large amount of water need to be stored in clean form.
These tanks require materials like sand, cement, mild steel bar and galvanized iron wire mesh. They can be easily constructed. It’s light in weight and can be moulded into any shape required.
It is believed to last for around 25 years with little maintenance. It can be appropriate for use in Indian villages and disaster prone areas as its fireproof and tough.
Peddling water
Cycle run water pumps are a saver of time and cost of electricity and fuel, this technology utilizes human power generated by pedalling a bicycle to lift water from streams, ponds, canals and wells.
When cycle is pedalled, it creates an up and down motion of pistons which pressurizes water flow to outlet. A portable model which can be installed on site has also been developed.
Designed for small scale farmers who don’t have capacity to afford costly diesel rum motors, this arrangement can bring a flow of 100 litres per minute. The complete unit is made of cast iron and aluminium.
Syringe
Most of the open wells and tube wells in coastal areas contain salty water due to seepage of sea water.
Rainwater harvesting is a viable option for solving the issue of drinking water, but construction of rainwater overhead tanks is unaffordable for marginal farmers.
According to media reports, Antoji in Kerala has innovated a cost effective method for harvesting rainwater in coastal areas. Rainwater is collected from the roof tops of houses and stored in a pressure tank on the ground and with the help of PVC pipes, water is lowered below sea level (16-24 feet).
The water is retained in the underground water column which is then harvested during summer by a simple piston pump or motor by constructing a tube well in the vicinity. It has proved successful in diluting recharging ground water in coastal areas of Kerala, and Antoji has installed 150 tanks in different parts of Kerala.
Wheels up
Water wheel comes from a foreign visitor who was inspired by women from villages of Rajasthan, who carried round earthen matkas on head for long distances in hot weather.
This invention has made carrying water not only an effortless but fun activity. It is a round wheel shaped storage tanker with an attached handle on top to provide painless mobility.
It has already become popular in villages of Gujarat, Madhya Pradesh and Rajasthan. Designed to reduce the drudgery and save time of working women, water wheel can store upto 10 to 50 litres of water in hygienic conditions. It’s designed for lasting on rough terrains and made from high quality plastic."
MediaTek launches 2nd edition of ‘Technology Diaries’,https://newstodaynet.com/2019/06/01/mediatek-launches-2nd-edition-of-technology-diaries/,"June 1, 2019",NT Bureau,Technology,"Chennai: Leading semiconductor manufacturing firm, MediaTek, reiterated its 5G readiness with the launch of the second edition of its “Technology Diaries”, here.
The firm, through its product aims to create more opportunities for making technology accessible and understandable to the common man.
The event was presided by MediaTek India, managing director, Anku Jain, deputy director of Marketing and Communications, Anuj Sidharth.
Heading the firm that clocked $7.9 billion in revenues last year, Anku Jain said, ‘Twenty four per cent of our revenue is invested back in research and development.’ He added that MediaTek is present in roughly 20 per cent of homes globally.
Speaking about the importance of the sub-continent, the managing director of the chip maker said, “India is a very important market (for us) in terms of talents available.”
He also mentioned that the company is steadily heading towards making artificial intelligence and 5G a reality in India in the coming years.
Elaborating on the latter, Anku Jain said, “4G right now does not support high density of users in a particular area, so 5G will help in that. It can also facilitate remote surgeries with the doctor and patient in different locations.”
However, he also pointed out that it could take some time to reach its full potential in India.
At the event, the firm also announced that its Helio chip P90 would be rolled out globally “very soon”.
MediaTek representatives also assured that Digital India plans would definitely help them in taking AI and 5G plans one step closer to reality very soon."
New technology adopted to compensate rising weight of cars,https://newstodaynet.com/2019/05/14/new-technology-adopted-to-compensate-rising-weight-of-cars/,"May 14, 2019",Praveen Kumar S,Technology,"During the early days when cars where light, they didn’t need more power to help them accelerate or go around corners. It was this lightness that helped manufacturers get away with offering single pot pistons and smaller brake calipers to stop the car. For example, the Alpine A110 that everybody hail to be the lightest and purest sports car of the decade is nearly 300 kg heavier than its predecessor. What we call light now, isn’t light at all to be frank.
Blame it on the nanny limiters, regulators and India’s nature to follow the western world without any use of the part in the head called the brain. Yes, the Alpine is not on sale in India, but the problem is too many safety features add more weight and that spoils everything.
I am not saying safety is bad. No, I think the opposite of it. But bringing in automatic rain sensing wipers, auto headlamps, lane departure assist, parking assist, cruise control and the whole host of other features deem humans as unworthy of driving. I do not know when people got it into their minds that driving is dangerous. Just because one might fall down and die while walking, people do not refrain from getting out of their bed, do they?
I am way off topic here. What I came to say is that adding excessive weight in the name of safety has made cars heavier and that means bigger brakes (which are heavier too) are needed. But here is the catch, more weight means cars will not give more economy and will produce more emissions. So what do carmakers do? They reduce weight by using alloys, try different manufacturing methods and even different components altogether.
Recently, Bugatti, the makers of one of the fastest cars in the world, tested brake calipers that were made using 3D printing tech. The material in question was titanium and Bugatti’s website claims that the caliper is the biggest ever to be manufactured to date.
Further, the carmaker, if they deem their manufacturing process to be worthy and safe, will pass it on to the Volkswagen group, which it is a part of.
Think about it, Bugatti makes cars that 200 mph for breakfast and if they can manufacture titanium brake calipers using 3D printing, what more can be done? The brake pads? or the discs themselves?
For those who do not know, 3D printing is a computerised process from which a component can be made from a single block of material. There is no cutting or welding here, just a single piece of metal or material that would not lose its properties and retain its strength, something manufacturers have spent millions to find out. With Bugatti testing it and they say the plan is to use it in a series production car this year, the car industry is in for a revolutionary change in testing times, yet again.
What this would mean is that bigger brakes need not be heavier and that means more stopping power without any disadvantages. Although I am still against romping in more weight in the name of ‘added’ safety. This would also lead to a whole host of components that can be 3D printed. Think about suspension arms, brackets that hold err…things, nuts and bolts, bushings, centre consoles, the entire dashboard and maybe wheels themselves.
But with all that comes the problem for traditional parts makers who will be hit. But, dare I say it, they need to overhaul their method of thinking if they want to survive, because cars are going to get heavier still and carmakers would want light and strong parts to compensate the extra flab. I am not sure about how affordable the components will be. I just hope it is not the case of top-down practice of a family tree. Want a 3D printed gearknob anyone?"
"L&T Technology Services revenue up 36% to Rs 5,078 cr",https://newstodaynet.com/2019/05/04/lt-technology-services-revenue-up-36-to-rs-5078-cr/,"May 4, 2019",NT Bureau,Technology,"Chennai: Pure-play engineering services company, L&T Technology Services (LTTS) has announced its results for the fourth quarter and full year ended 31 March.
The firm has reported that its revenue grew at 36 per cent to Rs 5,058 crore while net profit stood at Rs 765.5 crore, up 51 per cent. The board has recommended a final dividend of Rs 13.5 per share
“We had an excellent year, growing ahead of the industry once again. Growth in FY19 was broad-based and we achieved our target of double-digit growth in all five of our industry segments. Digital and leading-edge technologies – the growth driver for ER&D, contributed to 33 per cent of FY19 revenues and grew by 58 per cent YoY. We see ourselves well positioned to partner our customers in their key priorities of digital transformation, product modernization and R&D productivity improvement,” said CEO and MD, L&T Technology Services Limited, Keshab Panda."
The technology behind clutchless motorbikes,https://newstodaynet.com/2019/03/19/the-technology-behind-clutchless-motorbikes/,"March 19, 2019",S Ben Raja,Technology,"If you were looking to buy a motorbike or a scooter in early 2000s, you had an unique offering in the market. They were the then Hero Honda Street 100 and TVS Jive, India’s only geared motorbikes without clutch levers. They were breakthrough products but aren’t on sale anymore.
Why were they unique?
These clutch-less motorbikes were different because they reportedly had three technologies incorporated for transforming a normal geared motorcycle with a clutch lever into a semi-automatic model. The technologies includes rotary gear system, centrifugal clutch and integration of clutch cable with gear lever. The three tech work in tandem to help a rider to completely avoid using a clutch lever which has turned out to be the prime cause of tension and unintentional halts while riding a usual manual transmission motorcycle.
Rotary gear system
The rotary gear system in motorcycles without clutch levers help in seamless slotting. For example, in a normal geared motorcycle, we can go from neutral to the top gear but have to return back to neutral. But, in a rotary gear system, we can literally circle around with the gears. That is we can go from neutral to the top gear and vice versa any number of times in the same direction. In a normal motorcycle, if we are stuck in traffic in fourth gear and want to come to first, we have to engage gears backwards one by one. But, in a rotary gear system, we can just press the lever two times in the front and go from fourth to first via the neutral.
Centrifugal clutch
The centrifugal clutches in these motorcycles prevent them from stalling in heavy traffic. In a normal motorcycle, if the engine rpm and wheel rpm with all gear ratios in place don’t match, then the engine knocks and stalls if we don’t press the clutch lever on time. But, if a centrifugal clutch is in place, it automatically disengages in the engine from the gearbox if the engine rpm goes below a threshold limit, say 1,000 rpm. So, a motorcycle with a centrifugal clutch never halts in traffic.
Integration of clutch cable
In a normal geared motorcycle, the gear and clutch lever are separate and need to be operated individually. But, in motorcycles without clutch levers, the clutch cable is attached with the gear lever itself. So, while changing gears, all we need to do is go ahead and slot them. When we press the gear lever, the clutch automatically actuates, disengages the engine for seamless shifting. When we remove our foot from the lever, the clutch again engages the engine and gearbox.
So, in the end, with these three technologies, we can ride a geared motorcycle like an automatic scooter but without losing the essence of a motorcycle; its high performance and fuel efficiency. Street was launched in 2000s when petrol was cheap. Also when TVS launched the Jive in the 2010s, it was a sales success for many months but later the brand failed to update the product to keep it fresh. Nevertheless, even today there are thousands of Streets and Jives on our roads."
L&T Technology Services revenue rises 36%,https://newstodaynet.com/2019/01/18/lt-technology-services-revenue-rises-36/,"January 18, 2019",NT Bureau,Technology,"Chennai: L&T Technology Services Limited (LTTS), a subsidiary of Larsen & Toubro Limited, has announced its results for the third quarter ended 31 December, 2018. The firm has posted 36 per cent year-on-year growth in revenue and 47 per cent y-o-y growth in net profits.
Revenue stood at Rs 1,316 crore with quarter-on-quarter (q-o-q) growth of four per cent. EBITDA margin stood at 18.4 per cent; up by 310bps y-o-y.
During the quarter, LTTS bagged eight multi-million dollar deals across all industry segments. On a y-o-y basis, LTTS has increased its $50mn+ clients by two, $10mn+ clients by four and its $5mn+ clients by 10, a release stated.
‘We have sustained the double-digit growth trajectory across all industry segments by building on our excellent positioning in digital and leading-edge technologies. The strong growth achieved in the current year-to-date gives us confidence of exiting FY19 with industry leading growth once again,’ said CEO and MD, LTTS, Keshab Panda."
Space technology has entered every household: Union Minister,https://newstodaynet.com/2019/01/18/space-technology-has-entered-every-household-union-minister/,"January 18, 2019",NT Bureau,Technology,"Jitendra Singh
Bengaluru: Union Minister for State for Space, Jitendra Singh said on Thursday a technology in border management has been developed in India and it can virtually enter inside the houses across the border of Pakistan.
Taking part in an event organised by Indian Space Research Organisation called UNNATI (UNispace Nanosatellite Assembly and Training), the Union Minister said he was amazed that a technology in the integrated comprehensive border management has been started in India. It is a pioneer project started in the international border of Pakistan.
The union minister signified the importance of space technology. It is used in infrastructure works, construction of roads, intersection of Railway network, manning of railway lines and disaster management.
In a statement, ISRO said that UNNATI is a capacity building programme on nanosatellite development and has been planned for three years in three batches. It would benefit 90 delegates from 45 countries. The first batch of UNNATI began on Thursday with 30 participants from 17 countries.
ISRO chief K Sivan addressing the media said the intention of the program is to see that technology benefits the neighbouring countries and learn the lessons India learnt while building the satellites.
The programme will comprise theoretical course work on nanosatellite definition, utility, laws governing their impact on space debris, design drivers, reliability and quality assurance and hands-on training on assembly, integration and testing of nanosatellites, added the statement issued by ISRO."
